title,news,index,url
"Barbara Walters, journalistic pioneer, dead at 93",fox,821,https://www.foxnews.com/media/barbara-walters-journalistic-pioneer-dead-93
Hurricane Helene: FOX Weather meteorologist rescues woman from car during live shot as floodwaters rise,fox,822,https://www.foxnews.com/media/hurricane-helene-fox-weather-meteorologist-rescues-woman-from-car-live-shot-floodwaters-rise
Is it worth saving money to let a car insurance company track your every move?,fox,823,https://www.foxnews.com/tech/worth-saving-money-let-car-insurance-company-track-your-every-move.print
American soldiers killed in WWI remembered forever in NYC ale house,fox,824,https://www.foxnews.com/lifestyle/americans-killed-wwi-nyc-ale-house.print
"Americans need more sleep, less stress, experts say, as Gallup poll reveals troubling findings",fox,825,https://www.foxnews.com/health/americans-need-more-sleep-less-stress-experts-say-gallup-poll-reveals-troubling-findings
"Trump risks losing some pro-life voters unless he changes 'his tune' on abortion, activist warns",fox,826,https://www.foxnews.com/politics/trump-risks-losing-some-pro-life-voters-unless-he-changes-his-tune-abortion-activist-warns
Trump-Musk interview: 5 biggest takeaways from the 2024 presidential election to the US border crisis,fox,827,https://www.foxnews.com/politics/trump-musk-interview-5-biggest-takeaways-from-2024-presidential-election-us-border-crisis
Wine drinkers may have dinosaurs to thank after 60M-year-old grape fossil seeds are found by scientists,fox,828,https://www.foxnews.com/food-drink/wine-drinkers-dinosaurs-thank-60m-year-old-grape-fossils-found-scientists
Ketchup vs. mustard: Which is 'better' for you? Experts chime in on the debate,fox,829,https://www.foxnews.com/lifestyle/ketchup-vs-mustard-which-better-experts-chime-in-debate
"Trump, rejecting advice, tries mockery, insults, AI against Kamala, but is it working?",fox,830,https://www.foxnews.com/politics/trump-rejecting-advice-tries-mockery-insults-ai-against-kamala-working
Josh Hartnett left Hollywood after struggling with 'borderline unhealthy' attention from fans,fox,831,https://www.foxnews.com/entertainment/josh-hartnett-left-hollywood-struggling-borderline-unhealthy-attention-from-fans.print
Here are all the restrictions Biden's team demanded in their Trump debate offer,fox,832,https://www.foxnews.com/politics/here-all-restrictions-bidens-team-demanded-their-trump-debate-offer
Pennsylvania Republicans seek to levy illegal immigrants' remittances to fund property tax relief,fox,833,https://www.foxnews.com/politics/pennsylvania-republicans-illegal-immigrant-remittance-fee-property-tax-relief
Parents' rights groups are the newest addition to Southern Poverty Law Center's 'Hate and Extremism' report,fox,834,https://www.foxnews.com/media/parents-rights-groups-newest-addition-southern-poverty-law-centers-hate-extremism-report
Who was Yahya Sinwar? The Israeli prisoner turned terrorist Hamas leader killed by IDF troops,fox,835,https://www.foxnews.com/politics/who-yahya-sinwar-israeli-prisoner-militant-hamas-leader.print
"Biden to sign executive order aiming to reduce gun violence, eliminate controversial gun conversion devices",fox,836,https://www.foxnews.com/politics/biden-sign-executive-order-aiming-reduce-gun-violence-eliminate-controversial-gun-conversion-devices
"Prosecutors in Delphi murders case call pagan cult ritual narrative 'colorful, dramatic' and 'unprofessional'",fox,837,https://www.foxnews.com/us/prosecutors-delphi-murders-case-call-pagan-cult-ritual-narrative-colorful-dramatic-unprofessional
Best Tom Hanks movies to watch during self-isolation,fox,838,https://www.foxnews.com/entertainment/tom-hanks-movies-watch-self-isolation
Jack Carr's take on John A. Logan's Memorial Day order: 'Guard their graves with sacred vigilance',fox,839,https://www.foxnews.com/lifestyle/jack-carr-logan-memorial-day-guard-graves-sacred-vigilance
Biden is clearly in poor health. We deserve an honest and transparent report,fox,840,https://www.foxnews.com/opinion/biden-clearly-poor-health-deserve-honest-transparent-report
US Supreme Court upholds controversial anti-camping laws used against homeless people in Oregon city,fox,841,https://www.foxnews.com/us/us-supreme-court-upholds-controversial-anti-camping-laws-used-against-homeless-people-oregon-city
"Routh stalked Mar-a-Lago, Trump golf course for weeks, may have planned getaway, documents show",fox,842,https://www.foxnews.com/us/routh-stalked-mar-a-lago-trump-golf-course-weeks-may-have-planned-getaway-documents-show.print
100-year-old WWII veteran throws first pitch at Long Island Ducks ballpark,fox,843,https://www.foxnews.com/lifestyle/100-wwii-veteran-first-pitch-long-island-ducks-ballpark
Fitness class too loud? What to know about protecting your hearing health,fox,844,https://www.foxnews.com/health/fitness-class-too-loud-know-protecting-hearing-health
International destinations you can travel to this summer for the ultimate vacation,fox,845,https://www.foxnews.com/lifestyle/international-destinations-visit-summer-ultimate-vacation
"Whoopi Goldberg says 'The View,' Barbara Walters saved her career after 2004 George Bush controversy",fox,846,https://www.foxnews.com/entertainment/whoopi-goldberg-view-barbara-walters-saved-career-after-2004-george-bush-controversy
"Ticketmaster apologizes to Taylor Swift, fans over sales disaster",fox,847,https://www.foxnews.com/entertainment/ticketmaster-apologizes-taylor-swift-fans-sales-disaster
"Chef Andrew Zimmern hunts, cooks wild animals, creates recipes 'for anybody' watching his show",fox,848,https://www.foxnews.com/food-drink/chef-andrew-zimmern-hunts-cooks-wild-animals-creates-recipes-anybody-watching-show.print
'Has done nothing': GOP Senate hopeful rips Dem opponent for not holding Biden-Harris accountable on key issue,fox,849,https://www.foxnews.com/politics/gop-senate-hopeful-rips-dem-opponent-not-holding-biden-harris-accountable-key-issue
Who is Ryan Wesley Routh: Alleged gunman at Trump golf club,fox,850,https://www.foxnews.com/politics/who-ryan-wesley-routh-alleged-gunman-trump-golf-club
Harry Styles' full 'X Factor UK' audition video reveals details about the singer's first performance,fox,851,https://www.foxnews.com/entertainment/harry-styles-full-x-factor-uk-audition-video-reveals-details-about-singers-first-performance
Video captures water tank falling on woman — but she miraculously escapes injury,fox,852,https://www.foxnews.com/world/video-captures-water-tank-falling-woman-but-she-miraculously-escapes-injury.print
Judge blocks Texas AG from requiring info on transgender kids receiving gender transition treatment,fox,853,https://www.foxnews.com/politics/judge-blocks-texas-ag-requiring-info-transgender-kids-receiving-gender-transition-treatment
"FOX Corporation launches donation drive for American Red Cross Hurricanes Helene, Milton relief efforts",fox,854,https://www.foxnews.com/media/fox-corporation-launches-donation-drive-american-red-cross-hurricane-helene-relief-efforts
Memorial Day: Important facts about the solemn American holiday,fox,855,https://www.foxnews.com/lifestyle/memorial-day-numbers-facts-american-holiday
"ABC debate moderators spark fury for aggressive fact-checking of Trump, easy treatment of Harris",fox,856,https://www.foxnews.com/media/abc-debate-moderators-spark-fury-aggressive-fact-checking-trump-easy-treatment-harris
Obama calls out ‘brothers’ apprehensive to vote for Harris: ‘You’re thinking of sitting out?’,fox,857,https://www.foxnews.com/politics/obama-calls-out-brothers-apprehensive-vote-harris-youre-thinking-sitting-out.print
Dolly Parton and her sister share their 'Sweet Potato Casserole' recipe: 'Perfect for the fall',fox,858,https://www.foxnews.com/food-drink/dolly-parton-sister-share-sweet-potato-casserole-recipe-perfect-fall
"Democratic National Convention features CNN, MSNBC figures in plum speaking roles",fox,859,https://www.foxnews.com/media/democratic-national-convention-features-cnn-msnbc-figures-plum-speaking-roles
"'This isn’t about land': American in Israel defiant against ‘barbaric’ Hamas, declares she’s ‘never leaving’",fox,860,https://www.foxnews.com/world/land-american-israel-defiant-barbaric-hamas-declares-never-leaving
MSNBC host defends Harris avoiding policy questions: She's 'not running for perfect',fox,861,https://www.foxnews.com/media/msnbc-host-defends-harris-avoiding-policy-questions-shes-not-running-perfect
Vulnerable Democratic senator backs Laken Riley immigration bill ahead of tough re-election in red state,fox,862,https://www.foxnews.com/politics/vulnerable-democratic-senator-laken-riley-immigration-bill-re-election
'Top Thrill 2' roller coaster at Cedar Point closes indefinitely just days after long-awaited opening,fox,863,https://www.foxnews.com/travel/top-thrill-2-roller-coaster-cedar-point-closes-indefinitely-days-after-opening
Illegal immigrants arrested in wealthy Florida county for sexual crimes against a child,fox,864,https://www.foxnews.com/us/illegal-immigrants-arrested-wealthy-florida-county-sexual-crimes-against-child.print
Flag Day is a patriotic spectacle in these all-American communities,fox,865,https://www.foxnews.com/lifestyle/flag-day-spectacle-american-communities
"Witness saw Trump assassination suspect flee bushes, took photo of getaway car",fox,866,https://www.foxnews.com/us/witness-saw-trump-assassination-suspect-flee-bushes-took-photo-getaway-car
"Ohio residents in small town erupt over havoc caused by massive influx of 20,000 of Haitians",fox,867,https://www.foxnews.com/media/ohio-residents-small-town-erupt-over-havoc-caused-massive-influx-20000-haitians
Two women with heart disease had to fight for a diagnosis. Here’s how they advocated for their health,fox,868,https://www.foxnews.com/health/two-women-heart-disease-had-fight-diagnosis-they-advocated-health
Trump official says CNN can't handle criticism after host shut down her interview: 'Censored me',fox,869,https://www.foxnews.com/media/trump-campaign-official-bashes-cnn-cutting-mid-interview-censored-me
"Florida human trafficking sting nabs 157 people, including 25 illegal immigrants",fox,870,https://www.foxnews.com/us/florida-human-trafficking-sting-nabs-157-people-including-25-illegal-immigrants
Trump trial stemming from Jack Smith's probe delayed past Election Day,fox,871,https://www.foxnews.com/politics/trump-trial-stemming-from-jack-smiths-probe-delayed-past-election-day.print
"Donny Deutsch: Democrats losing on economy, so we need to 'scare' voters against ‘racist’ GOP",fox,872,https://www.foxnews.com/media/donny-deutsch-dems-losing-on-economy-so-scare-voters-against-racist-gop
Harris takes aim at Trump as she vows 'to be a president for all Americans',fox,873,https://www.foxnews.com/politics/harris-takes-aim-trump-she-vows-to-president-all-americans
Four Texas residents forever connected by two kidney donations in different cities: 'Superbly timed',fox,874,https://www.foxnews.com/health/four-texas-residents-connected-two-kidney-donations-different-cities-timed
CBS tarred and feathered for admitting existence of Hunter Biden’s laptop two years after New York Post report,fox,875,https://www.foxnews.com/media/cbs-tarred-feathered-admitting-existence-hunter-bidens-laptop-two-years-after-new-york-post-report
Pennsylvania mother and son both born with rare genetic disease: 'Closer because of this',fox,876,https://www.foxnews.com/lifestyle/pennsylvania-mother-son-both-born-rare-genetic-disease-closer-this
"Israel says top Hamas Rafah brigade ‘dismantled’ on Philadelphi Corridor, 2,000 terrorists killed",fox,877,https://www.foxnews.com/world/israel-says-top-hamas-rafah-brigade-dismantled-philadelphi-corridor-2000-terrorists-killed
"Idaho's move to resurrect firing squad 'makes sense' as 'quickest, surest' death penalty option, expert says",fox,878,https://www.foxnews.com/us/idaho-move-resurrect-firing-squad-makes-sense-quickest-surest-death-penalty-option-expert-says
"Trump would do better job protecting women's sports, golfer Lauren Miller says",fox,879,https://www.foxnews.com/sports/trump-would-do-better-job-protecting-womens-sports-golfer-lauren-miller-says
Kamala Harris' interview with Black journalists 'lacked specifics': CNN host Abby Phillip,fox,880,https://www.foxnews.com/media/kamala-harris-interview-black-journalists-lacked-specifics-cnn-host-abby-phillip
Cowboys' DeMarcus Lawrence says he burned through his entire rookie salary by his 3rd season,fox,881,https://www.foxnews.com/sports/cowboys-demarcus-lawrence-says-he-burned-through-his-entire-rookie-salary-his-3rd-season
Columbia University professor describes Hamas terrorist attacks as 'indigenous Palestinian resistance',fox,882,https://www.foxnews.com/media/columbia-university-professor-describes-hamas-terrorist-attacks-indigenous-palestinian-resistance
Trends are good in the swing county GOP chair calls ‘Little Pennsylvania’: It’ll ‘be a repeat of ‘16’,fox,883,https://www.foxnews.com/politics/trends-good-swing-county-gop-chair-calls-little-pennsylvania-itll-be-repeat-16.print
Washington Post columnist panned for calling Kamala Harris a 'small-c conservative',fox,884,https://www.foxnews.com/media/washington-post-kamala-harris-small-c-conservative
Joe Rogan warns Kamala Harris will win because people are 'giving into the bulls---' like never before,fox,885,https://www.foxnews.com/media/joe-rogan-warns-kamala-harris-win-because-people-giving-bulls-never-before
Ryan Routh's 'poor man's surveillance' enough to scout out spot to target Trump: expert,fox,886,https://www.foxnews.com/politics/ryan-rouths-poor-mans-surveillance-enough-scout-out-spot-target-trump-expert.print
Olympic medalist slams transgender track athlete for competing in women's event: 'Simply cheating',fox,887,https://www.foxnews.com/sports/olympic-medalist-slams-transgender-track-athlete-competing-womens-event-simply-cheating
NFL great believes panic in Jets’ organization played a role in Robert Saleh’s firing,fox,888,https://www.foxnews.com/sports/nfl-great-believes-panic-jets-organization-played-role-robert-salehs-firing
"Parliament for new UK Labour government opens with King's Speech, plans for 'national renewal'",fox,889,https://www.foxnews.com/world/kings-speech-opens-parliament-new-uk-labour-government-plans-national-renewal
Dem lawmakers' voting records with Biden-Harris in spotlight ahead of tight races,fox,890,https://www.foxnews.com/politics/dem-lawmakers-voting-records-biden-harris-spotlight-ahead-tight-races
'Best homemade' Thanksgiving turkey gravy the whole family will love: Try the recipe,fox,891,https://www.foxnews.com/lifestyle/best-homemade-thanksgiving-turkey-gravy-whole-family-love-try-recipe
Beware Kamala's 'fair share' lie on taxes,fox,892,https://www.foxnews.com/opinion/beware-kamalas-fair-share-lie-taxes.print
Biden says he's more physically viable than TIME reporters interviewing him: ‘I can take you too’,fox,893,https://www.foxnews.com/media/biden-says-hes-more-physically-viable-than-time-reporters-interviewing-him-i-can-take-you-too.print
"Hospital that delayed emergency abortion bears blame for Georgia woman’s death, family’s lawyer claims",fox,894,https://www.foxnews.com/politics/hospital-delayed-emergency-abortion-bears-blame-georgia-womans-death-familys-lawyer-claims
New CNN boss Chris Licht ‘determined to tamp down spectacle’ as he evaluates who should stick around: insider,fox,895,https://www.foxnews.com/media/new-cnn-boss-christ-licht-determined-tamp-down-spectacle-evaluates-who-should-stick-around.print
Vietnam War formally ends: This Day in History,fox,896,https://www.foxnews.com/world/vietnam-war-formally-ends-this-day-in-history
Tom Brady reveals he has not talked to Trump in 'a lot of years',fox,897,https://www.foxnews.com/sports/tom-brady-has-not-talked-trump-years
"Harris claims Trump abortion platform makes ‘no exception,’ moments after Trump says the opposite",fox,898,https://foxnews.com/politics/harris-claims-trump-abortion-platform-makes-no-exception-moments-after-trump-says-opposite-absolute-lie
"WATCH: Body camera footage of migrant accused in murder, rape of Maryland mom Rachel Morin",fox,899,https://www.foxnews.com/us/watch-body-camera-footage-migrant-allegedly-responsible-murder-rape-maryland-mom-rachel-morin
DNC paints Harris as ‘law and order’ standard-bearer as past comments on ‘militarization of police’ resurface,fox,900,https://www.foxnews.com/politics/dnc-paints-harris-law-order-standard-bearer-past-comments-militarization-police-resurface.print
"Taylor Swift, Travis Kelce turn heads with Blake Lively, Ryan Reynolds at romantic double date dinner",fox,901,https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-turn-heads-blake-lively-ryan-reynolds-romantic-double-date-dinner.print
Arnold Schwarzenegger expands on his current relationship status with ex-wife Maria Shriver,fox,902,https://www.foxnews.com/entertainment/arnold-schwarzenegger-expands-current-relationship-status-ex-wife-maria-shriver
Sydney Sweeney says paparazzi yelled at her family to force her out of home in a bikini,fox,903,https://www.foxnews.com/entertainment/sydney-sweeney-says-paparazzi-yelled-her-family-force-her-out-home-bikini
Chip Roy says voters 'don't give 2 flying s---s' about government shutdown fight,fox,904,https://www.foxnews.com/politics/chip-roy-says-voters-dont-give-two-flying-s-s-about-government-shutdown-fight
Video resurfaces showing FEMA prioritizing equity over helping greatest number of people in disaster relief,fox,905,https://www.foxnews.com/us/video-resurfaces-showing-fema-prioritizing-equity-over-helping-greatest-number-people-disaster-relief
NCAA faces lawsuit over transgender policies: 'Fight for the very essence of women's sports',fox,906,https://www.foxnews.com/sports/ncaa-faces-lawsuit-transgender-policies-fight-very-essence-womens-sports.print
"On this day in history, May 12, 1965, Rolling Stones record 'Satisfaction' after Keith Richards dreamed a riff",fox,907,https://www.foxnews.com/lifestyle/this-day-history-may-12-1965-rolling-stones-record-satisfaction-keith-richards-dreamed-riff
Elite university journalism professor exposed for monthslong campaign justifying Hamas,fox,908,https://www.foxnews.com/politics/elite-university-journalism-professor-exposed-for-monthslong-campaign-justifying-hamas
Taylor Swift endorses Kamala Harris for president after debate: ‘I’ve made my choice’,fox,909,https://foxnews.com/politics/taylor-swift-endorses-kamala-harris-president-after-debate-ive-made-my-choice
"Odds of Israel-Hezbollah war 'inevitable,' experts fear: 'Totally pessimistic'",fox,910,https://www.foxnews.com/world/odds-of-israel-hezbollah-war-inevitable-experts-fear-totally-pessimistic
Trump set to host rally in Biden's home state ahead of hush money trial,fox,911,https://www.foxnews.com/politics/trump-set-host-rally-bidens-home-state-hush-money-trial
House GOP doubts grow as Johnson digs in on funding fight: 'Playing with a government shutdown',fox,912,https://www.foxnews.com/politics/house-gop-doubts-grow-johnson-digs-funding-fight-playing-government-shutdown
"Early voting begins in Nebraska and Washington, DC",fox,913,https://www.foxnews.com/politics/early-voting-begins-nebraska-washington-dc
"Voters give Harris the debate win, but praise Trump on policy: She got under his skin",fox,914,https://www.foxnews.com/media/voters-give-harris-debate-win-praise-trump-policy-she-got-under-his-skin
"ICE confirms Aurora, Colorado gang members are in the United States illegally, released by Biden admin",fox,915,https://www.foxnews.com/us/ice-confirms-aurora-colorado-gang-members-united-states-illegally-released-biden-admin.print
Biden replacement? Illinois Gov. Pritzker keeping options open as some Democrats look for new blood,fox,916,https://www.foxnews.com/politics/biden-replacement-illinois-gov-pritzker-keeping-options-open-some-democrats-look-new-blood
"Explosion rocks Kerch Bridge connecting Russia and Crimea, 3 dead: officials",fox,917,https://www.foxnews.com/world/kerch-bridge-connecting-crimea-russia-fire-after-possible-fuel-tank-explosion-ukraine-media
Christian baker faces new lawsuit over gender-transition cake after Supreme Court,fox,918,https://www.foxnews.com/politics/christian-baker-faces-new-lawsuit-over-gender-transition-cake-after-supreme-court
"Father of Israeli-American hostage pleads for deal 'with Satan' before Biden, Harris enter Situation Room",fox,919,https://www.foxnews.com/politics/father-american-israeli-hostage-pleads-deal-with-satan-before-biden-harris-enter-situation-room
Deployed soldier pleads for rescue of puppy found overseas: 'Part of my soul',fox,920,https://www.foxnews.com/lifestyle/deployed-soldier-pleads-rescue-puppy-found-overseas.print
"Trump, Harris trade barbs on crime during first presidential debate: 'Through the roof'",fox,921,https://foxnews.com/politics/trump-harris-trade-barbs-crime-during-first-presidential-debate-through-roof
Bill Maher makes this bold 2024 prediction after Trump-Harris debate,fox,922,https://www.foxnews.com/media/bill-maher-makes-bold-2024-prediction-after-trump-harris-debate
Get these apps off your phone,fox,923,https://www.foxnews.com/tech/get-apps-off-your-phone
X melts down after Trump-Musk's interview 'Space' immediately crashes,fox,924,https://www.foxnews.com/media/x-melts-down-trump-musks-interview-space-immediately-crashes
Environmentalists are blocking forest management methods saving iconic sequoias amid Yosemite wildfire,fox,925,https://www.foxnews.com/politics/environmentalists-blocking-forest-management-methods-saving-sequoias-yosemite-wildfire
Keith Olbermann calls on CNN to 'fire this a--hole' Van Jones for criticizing Biden,fox,926,https://www.foxnews.com/media/keith-olbermann-calls-cnn-fire-a-hole-van-jones-criticizing-biden
Swiss billionaire-backed environmental groups spent big targeting millions of Biden voters,fox,927,https://www.foxnews.com/politics/swiss-billionaire-backed-environmental-groups-spent-big-targeting-millions-biden-voters
2024 Showdown: Trump campaign rejoices after Harris leans in on key issue haunting her vice presidency,fox,928,https://www.foxnews.com/politics/2024-showdown-trump-campaign-rejoices-harris-leans-in-key-issue-haunting-vice-presidency.print
Biden warned about 'meddling' in Israeli politics after intel report says Netanyahu's leadership 'in jeopardy',fox,929,https://www.foxnews.com/world/biden-warned-meddling-israeli-politics-intel-report-says-netanyahus-leadership-jeopardy
'America's Got Talent' judges speak out about Simon Cowell's injury: 'We miss our boss',fox,930,https://www.foxnews.com/entertainment/simon-cowell-injury-americas-got-talent-judges-react
Sleep better on your road trip with these 10 travel essentials,fox,931,https://www.foxnews.com/lifestyle/sleep-better-your-road-trip-10-travel-necessities
"Georgia doctors speak out to challenge misinformation on state's abortion law, death of Amber Thurman",fox,932,https://www.foxnews.com/politics/georgia-doctors-speak-out-challenge-misinformation-states-abortion-law-death-amber-thurman.print
"Amid tornado, wedding couple forced to have first dance in basement: 'Chaos ensued'",fox,933,https://www.foxnews.com/lifestyle/amid-tornado-wedding-couple-forced-first-dance-basement-chaos-ensued
"Venezuelan gang Tren de Aragua take over Texas hotel, county officials work to shut down business",fox,934,https://www.foxnews.com/us/venezuelan-gang-tren-de-aragua-take-over-texas-hotel-county-officials-work-shut-down-business
Top five moments from Secret Service director's hours-long grilling after Trump assassination attempt,fox,935,https://www.foxnews.com/politics/top-five-moments-secret-service-directors-hours-long-grilling-after-trump-assassination-attempt
'He has a way of connecting with our people': Southside Chicago resident believes Trump is gaining support,fox,936,https://www.foxnews.com/media/he-has-way-connecting-our-people-southside-chicago-native-says-about-trump-gaining-support
Atlanta 'Cop City' protesters clash with police over construction of training center,fox,937,https://www.foxnews.com/us/atlanta-cop-city-protesters-clash-police-construction-training-center.print
"Trump says 'there will be no third debate,' claiming victory against Harris in Tuesday's showdown",fox,938,https://www.foxnews.com/media/trump-says-there-no-third-debate-claiming-victory-against-harris-tuesdays-showdown
"Craig Morgan reflects on faith, family, country music stardom and loss in his memoir 'God, Family, Country'",fox,939,https://www.foxnews.com/entertainment/craig-morgan-reflects-faith-family-country-music-stardom-loss-memoir-god-family-country
Republican convention gets underway two days after Trump survived an assassination attempt,fox,940,https://www.foxnews.com/politics/republican-convention-gets-underway-two-days-after-trump-survived-assassination-attempt
"Sandwich from New England, a most unusual treat, has fascinating story, plus 5 fun facts",fox,941,https://www.foxnews.com/food-drink/sandwich-new-england-most-unusual-treat-fascinating-story-5-cool-facts
Texas appeals court blocks state from investigating parents providing children with transgender treatment,fox,942,https://www.foxnews.com/politics/texas-appeals-court-blocks-state-investigating-parents-providing-children-transgender-treatment
"GOP sens call on Schumer, Dems to take up border bills as they tout immigration vigilance",fox,943,https://www.foxnews.com/politics/gop-call-schumer-dems-take-up-border-bills-tout-immigration-vigilance.print
"Gold Star families want National Mall memorial for service members killed in war on terror, decry delays",fox,944,https://www.foxnews.com/us/gold-star-families-gwot-memorial-national-mall
"Jeep saluting US military and veterans with $1,000 cash-back deal",fox,945,https://www.foxnews.com/auto/jeep-saluting-u-s-military-veterans-cash-back-deal
A boy beat me in track and sexually harassed me. Biden thinks I’m the problem,fox,946,https://www.foxnews.com/opinion/boy-beat-track-sexually-harassed-biden-thinks-problem.print
Former Secret Service agent questions why Trump was allowed on stage amid threat concerns: 'Why not delay?',fox,947,https://www.foxnews.com/media/former-secret-service-agent-questions-why-trump-rushed-stage-amid-threat-concerns
Patriot remembered: Military mom memorializes son who died in National Guard helicopter crash with new book,fox,948,https://www.foxnews.com/lifestyle/patriot-remembered-military-mom-memorializes-son-died-national-guard-helicopter-crash-book
Beatles star Paul McCartney reflects on feud with John Lennon following band's split: 'It hurt',fox,949,https://www.foxnews.com/entertainment/beatles-paul-mccartney-john-lennon-the-lyrics-book
Rep. Clyburn declares support for Kamala Harris as Dem nominee if Biden has to bow out: ‘I will support her',fox,950,https://www.foxnews.com/media/rep-clyburn-declares-support-kamala-harris-dem-nominee-biden-has-bow-out-i-support-her
San Jose State volleyball player at the center of women's sports controversy spikes ball in opponent’s face,fox,951,https://www.foxnews.com/sports/san-jose-state-volleyball-player-center-womens-sports-controversy-spikes-ball-opponents-face.print
Catching Zzz's: 5 Amazon buys that could help you sleep better at night,fox,952,https://www.foxnews.com/lifestyle/catching-zzzs-5-amazon-buys-help-sleep-better-night.print
Rumer Willis shares small update on dad Bruce as she announces she's 'single momming it',fox,953,https://www.foxnews.com/entertainment/rumer-willis-shares-small-update-dad-bruce-she-announces-shes-single-momming-it
"Meet the American who wrote 'America the Beautiful,' Katharine Lee Bates, professor-poet prayed for unity",fox,954,https://www.foxnews.com/lifestyle/meet-american-wrote-america-beautiful-katharine-lee-bates
Pelosi gushes about warm relationship with Bush family amid Biden turmoil,fox,955,https://www.foxnews.com/politics/pelosi-beams-about-warm-relationship-bush-family-amid-biden-turmoil
Fox News Power Rankings: Trump leads a dissatisfied electorate,fox,956,https://www.foxnews.com/politics/fox-news-power-rankings-trump-leads-dissatisfied-electorate
CBS reporter finds only 3 Harris supporters in 3 Nevada restaurants: 'People are really excited about Trump',fox,957,https://www.foxnews.com/media/cbs-reporter-finds-only-3-harris-supporter-3-nevada-restaurants-people-really-excited-about-trump#&_intcmp=fnhpriver_13
Lead counsel hits new Dem effort to 'delegitimize' Supreme Court amid senator's report on Kavanaugh probe,fox,958,https://www.foxnews.com/politics/lead-counsel-hits-new-dem-effort-delegitimize-supreme-court-amid-senators-report-kavanaugh-probe.print
"CNN not waiting to make more changes at network, insider says: 'They’re not going to wait out deals'",fox,959,https://www.foxnews.com/media/cnn-not-waiting-make-more-changes-network-insider-not-going-wait-deals
"Chargers' Jim Harbaugh abruptly leaves game with mystery illness, returns minutes later",fox,960,https://www.foxnews.com/sports/chargers-jim-harbaugh-abruptly-leaves-game-mystery-illness-returns-minutes-later
"Biden has been secretly meeting with donors to ease concerns, including his age and energy: report",fox,961,https://www.foxnews.com/politics/biden-has-been-secretly-meeting-with-donors-ease-concerns-including-his-age-energy
'Our people are dying': Rachel Morin's mom sounds alarm about illegal immigration after daughter's murder,fox,962,https://www.foxnews.com/politics/rachel-morins-mom-sounds-alarm-illegal-immigration-daughters-murder
Trump 'thrilled' with Harris tapping 'very liberal' Tim Walz as running mate: 'Shocking pick',fox,963,https://www.foxnews.com/media/trump-thrilled-harris-tapping-very-liberal-tim-walz-running-mate-shocking-pick
Sharpton warns Biden team it's too cocky about beating Trump: 'I tell them their confidence is misplaced',fox,964,https://www.foxnews.com/media/sharpton-warns-biden-team-too-cocky-about-beating-trump-tell-their-confidence-misplaced.print
Biden awards first Medal of Honor to Korean War hero,fox,965,https://www.foxnews.com/us/biden-award-medal-of-honor-korean-war-retired-georgia-colonel
"Father created a drug to save his son from a rare disease, now other families are desperate to get it",fox,966,https://www.foxnews.com/health/father-created-drug-save-his-son-from-rare-disease-now-other-families-desperate-get.print
Kim Jong Un brings daughter on tour of North Korea in his first public appearance in weeks,fox,967,https://www.foxnews.com/world/kim-jong-un-brings-daughter-tour-north-korea-first-public-appearance-weeks
Harris heads to southern border looking to flip script on immigration criticisms,fox,968,https://www.foxnews.com/politics/harris-heads-southern-border-looking-flip-script-immigration-criticisms
"Charlamagne Tha God praises Trump ad on Harris supporting funding migrant, inmate sex changes: 'That was nuts'",fox,969,https://www.foxnews.com/media/charlamagne-tha-god-praises-trump-ad-harris-supporting-funding-migrant-inmate-sex-changes-that-nuts.print
"Trump launches GoFundMe to help Hurricane Helene victims, raises more than $1M",fox,970,https://www.foxnews.com/us/trump-launches-gofundme-help-hurricane-helene-victims-raises-more-1m
"On Memorial Day, Lee Greenwood remembers America's heroes: 'Never take freedom for granted'",fox,971,https://www.foxnews.com/lifestyle/memorial-day-lee-greenwood-remembers-americas-heroes-never-take-freedom-granted
House Republicans privately worry about political fallout of government shutdown,fox,972,https://www.foxnews.com/politics/house-republicans-political-fallout-government-shutdown.print
Fox News Power Rankings: All eyes could be on Omaha this November,fox,973,https://www.foxnews.com/politics/fox-news-power-rankings-all-eyes-could-omaha-november
Freedom Caucus draws first battle lines in election year government shutdown fight,fox,974,https://www.foxnews.com/politics/freedom-caucus-draws-battle-lines-government-shutdown-fight
MS-13 gang member suspected of murder allowed to attend Maryland high school,fox,975,https://www.foxnews.com/politics/ms-13-gang-member-suspected-murder-allowed-attend-maryland-high-school
David Axelrod cautions against overconfidence in Kamala Harris: 'It's an Electoral College fight',fox,976,https://www.foxnews.com/media/david-axelrod-cautions-against-overconfidence-kamala-harris-its-electoral-college-fight
"Jon Stewart calls out Bernie Sanders, Bill Clinton and Democrats for hypocrisy at DNC",fox,977,https://www.foxnews.com/media/jon-stewart-calls-out-bernie-sanders-bill-clinton-democrats-hypocrisy-dnc.print
"Iowa farmer blasts Biden inflation, warns monthly grocery bills will increase $1,000",fox,978,https://www.foxnews.com/media/iowa-farmer-blasts-biden-inflation-warns-monthly-grocery-bills-increase-1000
"Rare US coin from 130 years ago worth millions, expert confirms only 9 could be out there",fox,979,https://www.foxnews.com/lifestyle/rare-us-coin-130-years-ago-worth-millions-expert-confirms-9-could-out-there
